u_e,v_1
11.299999999999999,52.1376
11.4,52.1479
11.5,52.1581
11.6,52.1684
11.700000000000001,52.1786
11.799999999999999,52.1888
11.9,52.199
12.0,52.2091
12.1,52.2193
12.200000000000001,52.2295
12.3,52.2396
12.4,52.2497
12.5,52.2598
12.6,52.2699
12.7,52.28
12.8,52.2901
12.9,52.3001
13.0,52.3102
13.100000000000001,52.3202
13.2,52.3302
13.299999999999999,52.3402
13.4,52.3502
13.5,52.3602
13.6,52.3701
13.700000000000001,52.3801
13.799999999999999,52.39
13.899999999999999,52.4
14.0,52.4099
14.1,52.4198
14.200000000000001,52.4297
14.3,52.4395
14.4,52.4494
14.5,52.4592
14.6,52.4691
14.7,52.4789
14.8,52.4887
14.9,52.4985
15.0,52.5083
15.100000000000001,52.5181
15.2,52.5278
15.299999999999999,52.5376
15.4,52.5473
15.5,52.557
15.6,52.5667
15.7,52.5764
15.8,52.5861
15.9,52.5958
16.0,52.6054
16.1,52.6151
16.2,52.6247
16.299999999999997,52.6343
16.400000000000002,52.644
16.5,52.6536
16.6,52.6631
16.7,52.6727
16.8,52.6823
16.9,52.6918
17.0,52.7014
17.1,52.7109
17.2,52.7204
17.3,52.7299
17.4,52.7394
17.5,52.7489
17.6,52.7583
17.7,52.7678
17.8,52.7772
17.9,52.7867
18.0,52.7961
18.1,52.8055
18.2,52.8149
18.3,52.8243
18.4,52.8337
18.5,52.843
18.599999999999998,52.8524
18.700000000000003,52.8617
18.8,52.8711
18.9,52.8804
19.0,52.8897
19.099999999999998,52.899
19.2,52.9083
19.3,52.9176
19.400000000000002,52.9268
19.5,52.9361
19.599999999999998,52.9453
19.7,52.9546
19.8,52.9638
19.900000000000002,52.973
20.0,52.9822
20.1,52.9914
20.2,53.0006
20.299999999999997,53.0097
20.400000000000002,53.0189
20.5,53.0281
20.6,53.0372
20.7,53.0463
20.8,53.0554
20.9,53.0645
21.0,53.0736
21.1,53.0827
21.2,53.0918
21.3,53.1009
21.4,53.1099
21.5,53.119
21.6,53.128
21.7,53.137
21.8,53.1461
21.9,53.1551
22.0,53.1641
22.1,53.173
22.2,53.182
22.3,53.191
22.4,53.1999
22.5,53.2089
22.599999999999998,53.2178
22.700000000000003,53.2267
22.8,53.2357
22.9,53.2446
23.0,53.2535
23.099999999999998,53.2623
23.2,53.2712
23.3,53.2801
23.400000000000002,53.2889
23.5,53.2978
23.599999999999998,53.3066
23.7,53.3154
23.8,53.3243
23.900000000000002,53.3331
24.0,53.3419
24.1,53.3507
24.2,53.3594
24.299999999999997,53.3682
24.400000000000002,53.377
24.5,53.3857
24.6,53.3945
24.7,53.4032
24.8,53.4119
24.9,53.4206
25.0,53.4293
25.1,53.438
25.2,53.4467
25.3,53.4554
25.4,53.4641
25.5,53.4727
25.6,53.4814
25.7,53.49
25.8,53.4987
25.9,53.5073
26.0,53.5159
26.1,53.5245
26.200000000000003,53.5331
26.3,53.5417
26.4,53.5503
26.5,53.5588
26.599999999999998,53.5674
26.700000000000003,53.5759
26.8,53.5845
26.9,53.593
27.0,53.6015
27.099999999999998,53.6101
27.2,53.6186
27.3,53.6271
27.400000000000002,53.6356
27.5,53.6441
27.599999999999998,53.6525
27.7,53.661
27.799999999999997,53.6695
27.900000000000002,53.6779
28.0,53.6863
28.1,53.6948
28.2,53.7032
28.299999999999997,53.7116
28.400000000000002,53.72
28.5,53.7284
28.6,53.7368
28.7,53.7452
28.8,53.7536
28.9,53.7619
29.0,53.7703
29.1,53.7786
29.2,53.787
29.3,53.7953
29.4,53.8037
29.5,53.812
29.6,53.8203
29.7,53.8286
29.8,53.8369
29.9,53.8452
30.0,53.8534
30.099999999999998,53.8617
30.200000000000003,53.87
30.3,53.8782
30.4,53.8865
30.5,53.8947
30.599999999999998,53.9029
30.700000000000003,53.9112
30.8,53.9194
30.900000000000002,53.9276
31.0,53.9358
31.099999999999998,53.944
31.2,53.9522
31.3,53.9604
31.4,53.9685
31.5,53.9767
31.6,53.9848
31.7,53.993
31.8,54.0011
31.9,54.0093
32.0,54.0174
32.099999999999994,54.0255
32.2,54.0336
32.300000000000004,54.0417
32.4,54.0498
32.5,54.0579
32.599999999999994,54.066
32.7,54.0741
32.800000000000004,54.0821
32.9,54.0902
33.0,54.0982
33.099999999999994,54.1063
33.2,54.1143
33.300000000000004,54.1224
33.4,54.1304
33.5,54.1384
33.6,54.1464
33.7,54.1544
33.8,54.1624
33.9,54.1704
34.0,54.1784
34.1,54.1863
34.2,54.1943
34.3,54.2023
34.4,54.2102
34.5,54.2182
34.6,54.2261
34.7,54.2341
34.8,54.242
34.9,54.2499
35.0,54.2578
35.1,54.2657
35.2,54.2736
35.3,54.2815
35.4,54.2894
35.5,54.2973
35.6,54.3052
35.7,54.313
35.8,54.3209
35.9,54.3287
36.0,54.3366
36.1,54.3444
36.2,54.3523
36.3,54.3601
36.4,54.3679
36.5,54.3757
36.6,54.3835
36.7,54.3913
36.8,54.3991
36.900000000000006,54.4069
37.0,54.4147
37.1,54.4225
37.199999999999996,54.4302
37.3,54.438
37.400000000000006,54.4458
37.5,54.4535
37.6,54.4613
37.699999999999996,54.469
37.8,54.4767
37.900000000000006,54.4845
38.0,54.4922
38.1,54.4999
38.199999999999996,54.5076
38.3,54.5153
38.4,54.523
38.5,54.5307
38.6,54.5384
38.699999999999996,54.546
38.800000000000004,54.5537
38.9,54.5614
39.0,54.569
39.1,54.5767
39.199999999999996,54.5843
39.300000000000004,54.592
39.4,54.5996
39.5,54.6073
39.6,54.6149
39.699999999999996,54.6225
39.800000000000004,54.6301
39.9,54.6377
40.0,54.6453
40.099999999999994,54.6529
40.2,54.6605
40.300000000000004,54.6681
40.4,54.6757
40.5,54.6832
40.599999999999994,54.6908
40.7,54.6984
40.800000000000004,54.7059
40.9,54.7135
41.0,54.721
41.099999999999994,54.7286
41.2,54.7361
41.300000000000004,54.7436
41.4,54.7511
41.5,54.7587
41.6,54.7662
41.7,54.7737
41.8,54.7812
41.9,54.7887
42.0,54.7962
42.1,54.8037
42.2,54.8111
42.3,54.8186
42.4,54.8261
42.5,54.8335
42.6,54.841
42.7,54.8484
42.8,54.8559
42.9,54.8633
43.0,54.8708
43.1,54.8782
43.2,54.8856
43.3,54.8931
43.4,54.9005
43.5,54.9079
43.6,54.9153
43.7,54.9227
43.8,54.9301
43.9,54.9375
44.0,54.9449
44.1,54.9522
44.2,54.9596
44.3,54.967
44.4,54.9743
44.5,54.9817
44.6,54.9891
44.699999999999996,54.9964
44.8,55.0037
44.900000000000006,55.0111
45.0,55.0184
45.1,55.0258
45.199999999999996,55.0331
45.3,55.0404
45.400000000000006,55.0477
45.5,55.055
45.6,55.0623
45.699999999999996,55.0696
45.8,55.0769
45.900000000000006,55.0842
46.0,55.0915
46.1,55.0988
46.199999999999996,55.1061
46.300000000000004,55.1133
46.4,55.1206
46.5,55.1279
46.6,55.1351
46.699999999999996,55.1424
46.800000000000004,55.1496
46.9,55.1569
47.0,55.1641
47.1,55.1714
47.199999999999996,55.1786
47.300000000000004,55.1858
47.4,55.193
47.5,55.2002
47.6,55.2075
47.7,55.2147
47.800000000000004,55.2219
47.9,55.2291
48.0,55.2363
48.099999999999994,55.2435
48.2,55.2506
48.300000000000004,55.2578
48.4,55.265
48.5,55.2722
48.599999999999994,55.2793
48.7,55.2865
48.800000000000004,55.2937
48.9,55.3008
49.0,55.308
49.099999999999994,55.3151
49.2,55.3223
49.3,55.3294
49.4,55.3365
49.5,55.3437
49.6,55.3508
49.7,55.3579
49.8,55.365
49.9,55.3721
50.0,55.3792
50.1,55.3863
50.2,55.3934
50.3,55.4005
50.4,55.4076
50.5,55.4147
50.6,55.4218
50.7,55.4289
50.8,55.436
50.9,55.443
51.0,55.4501
51.1,55.4572
51.2,55.4642
51.3,55.4713
51.4,55.4783
51.5,55.4854
51.6,55.4924
51.7,55.4994
51.8,55.5065
51.9,55.5135
52.0,55.5205
52.1,55.5276
52.2,55.5346
52.3,55.5416
52.400000000000006,55.5486
52.5,55.5556
52.6,55.5626
52.699999999999996,55.5696
52.8,55.5766
52.900000000000006,55.5836
53.0,55.5906
53.1,55.5976
53.199999999999996,55.6046
53.3,55.6115
53.400000000000006,55.6185
53.5,55.6255
53.6,55.6324
53.699999999999996,55.6394
53.8,55.6464
53.900000000000006,55.6533
54.0,55.6603
54.1,55.6672
54.199999999999996,55.6742
54.300000000000004,55.6811
54.4,55.688
54.5,55.695
54.6,55.7019
54.699999999999996,55.7088
54.800000000000004,55.7157
54.9,55.7227
55.0,55.7296
55.1,55.7365
55.199999999999996,55.7434
55.300000000000004,55.7503
55.4,55.7572
55.5,55.7641
55.599999999999994,55.771
55.7,55.7779
55.800000000000004,55.7848
55.9,55.7917
56.0,55.7985
56.099999999999994,55.8054
56.2,55.8123
56.300000000000004,55.8192
56.4,55.826
56.5,55.8329
56.599999999999994,55.8397
56.7,55.8466
56.800000000000004,55.8534
56.9,55.8603
57.0,55.8671
57.1,55.874
57.2,55.8808
57.3,55.8877
57.4,55.8945
57.5,55.9013
57.6,55.9081
57.7,55.915
57.8,55.9218
57.9,55.9286
58.0,55.9354
58.1,55.9422
58.2,55.949
58.3,55.9558
58.4,55.9626
58.5,55.9694
58.6,55.9762
58.7,55.983
58.8,55.9898
58.9,55.9966
59.0,56.0034
59.1,56.0101
59.2,56.0169
59.3,56.0237
59.4,56.0305
59.5,56.0372
59.6,56.044
59.7,56.0507
59.8,56.0575
59.9,56.0642
60.0,56.071
